file_name,start,end,classID,class
b'Baba - Jeremy Black.mp3',120,140,0,arrabbiato
b'Baba - Jeremy Black.mp3',135,155,0,arrabbiato
b'Baba - Jeremy Black.mp3',150,170,0,arrabbiato
b'Baba - Jeremy Black.mp3',165,185,0,arrabbiato
b'Baba - Jeremy Black.mp3',180,200,0,arrabbiato
b'Baba - Jeremy Black.mp3',195,215,0,arrabbiato
b'Baba - Jeremy Black.mp3',210,230,0,arrabbiato
b'Baba - Jeremy Black.mp3',225,245,0,arrabbiato
b'Barge - Gunnar Olsen.mp3',0,20,0,arrabbiato
b'Barge - Gunnar Olsen.mp3',15,35,0,arrabbiato
b'Barge - Gunnar Olsen.mp3',30,50,0,arrabbiato
b'Barge - Gunnar Olsen.mp3',45,65,0,arrabbiato
b'Barge - Gunnar Olsen.mp3',60,80,0,arrabbiato
b'Barge - Gunnar Olsen.mp3',75,95,0,arrabbiato
b'Barge - Gunnar Olsen.mp3',90,110,0,arrabbiato
b'Barge - Gunnar Olsen.mp3',105,125,0,arrabbiato
b'Barilicious - Dan Lebowitz.mp3',0,20,0,arrabbiato
b'Barilicious - Dan Lebowitz.mp3',15,35,0,arrabbiato
b'Barilicious - Dan Lebowitz.mp3',30,50,0,arrabbiato
b'Barilicious - Dan Lebowitz.mp3',45,65,0,arrabbiato
b'Barilicious - Dan Lebowitz.mp3',60,80,0,arrabbiato
b'Barilicious - Dan Lebowitz.mp3',75,95,0,arrabbiato
b'Beartooth Strangleheart - Birocratic.mp3',0,20,0,arrabbiato
b'Beartooth Strangleheart - Birocratic.mp3',15,35,0,arrabbiato
b'Beartooth Strangleheart - Birocratic.mp3',30,50,0,arrabbiato
b'Beartooth Strangleheart - Birocratic.mp3',45,65,0,arrabbiato
b'Beartooth Strangleheart - Birocratic.mp3',60,80,0,arrabbiato
b'Beartooth Strangleheart - Birocratic.mp3',75,95,0,arrabbiato
b'Beartooth Strangleheart - Birocratic.mp3',90,110,0,arrabbiato
b'Beat Down - Silent Partner.mp3',0,20,0,arrabbiato
b'Beat Down - Silent Partner.mp3',15,35,0,arrabbiato
b'Beat Down - Silent Partner.mp3',30,50,0,arrabbiato
b'Beat Down - Silent Partner.mp3',45,65,0,arrabbiato
b'Beat Down - Silent Partner.mp3',60,80,0,arrabbiato
b'Beat Down - Silent Partner.mp3',75,95,0,arrabbiato
b'Berlin at Night - Dan Henig.mp3',0,20,0,arrabbiato
b'Berlin at Night - Dan Henig.mp3',15,35,0,arrabbiato
b'Berlin at Night - Dan Henig.mp3',30,50,0,arrabbiato
b'Berlin at Night - Dan Henig.mp3',45,65,0,arrabbiato
b'Berlin at Night - Dan Henig.mp3',60,80,0,arrabbiato
b'Berlin at Night - Dan Henig.mp3',75,95,0,arrabbiato
b'Berlin at Night - Dan Henig.mp3',90,110,0,arrabbiato
b'Berlin at Night - Dan Henig.mp3',105,125,0,arrabbiato
b'Berlin at Night - Dan Henig.mp3',120,140,0,arrabbiato
b'Bite Me (Clean) - NEFFEX.mp3',0,20,0,arrabbiato
b'Bite Me (Clean) - NEFFEX.mp3',15,35,0,arrabbiato
b'Bite Me (Clean) - NEFFEX.mp3',30,50,0,arrabbiato
b'Bite Me (Clean) - NEFFEX.mp3',45,65,0,arrabbiato
b'Bite Me (Clean) - NEFFEX.mp3',60,80,0,arrabbiato
b'Bite Me (Clean) - NEFFEX.mp3',75,95,0,arrabbiato
b'Bite Me (Clean) - NEFFEX.mp3',90,110,0,arrabbiato
b'Bite Me (Clean) - NEFFEX.mp3',105,125,0,arrabbiato
b'Bite Me (Clean) - NEFFEX.mp3',120,140,0,arrabbiato
b'Bite Me (Clean) - NEFFEX.mp3',135,155,0,arrabbiato
b'Bite Me (Clean) - NEFFEX.mp3',150,170,0,arrabbiato
b'Bite Me (Clean) - NEFFEX.mp3',165,185,0,arrabbiato
b'Bite Me (Clean) - NEFFEX.mp3',180,200,0,arrabbiato
b'Bite Me (Instrumental) - NEFFEX.mp3',0,20,0,arrabbiato
b'Bite Me (Instrumental) - NEFFEX.mp3',15,35,0,arrabbiato
b'Bite Me (Instrumental) - NEFFEX.mp3',30,50,0,arrabbiato
b'Bite Me (Instrumental) - NEFFEX.mp3',45,65,0,arrabbiato
b'Bite Me (Instrumental) - NEFFEX.mp3',60,80,0,arrabbiato
b'Bite Me (Instrumental) - NEFFEX.mp3',75,95,0,arrabbiato
b'Bite Me (Instrumental) - NEFFEX.mp3',90,110,0,arrabbiato
b'Bite Me (Instrumental) - NEFFEX.mp3',105,125,0,arrabbiato
b'Bite Me (Instrumental) - NEFFEX.mp3',120,140,0,arrabbiato
b'Bite Me (Instrumental) - NEFFEX.mp3',135,155,0,arrabbiato
b'Bite Me (Instrumental) - NEFFEX.mp3',150,170,0,arrabbiato
b'Bite Me (Instrumental) - NEFFEX.mp3',165,185,0,arrabbiato
b'Bite Me (Instrumental) - NEFFEX.mp3',180,200,0,arrabbiato
b'Bite Me - NEFFEX.mp3',0,20,0,arrabbiato
b'Bite Me - NEFFEX.mp3',15,35,0,arrabbiato
b'Bite Me - NEFFEX.mp3',30,50,0,arrabbiato
b'Bite Me - NEFFEX.mp3',45,65,0,arrabbiato
b'Bite Me - NEFFEX.mp3',60,80,0,arrabbiato
b'Bite Me - NEFFEX.mp3',75,95,0,arrabbiato
b'Bite Me - NEFFEX.mp3',90,110,0,arrabbiato
b'Bite Me - NEFFEX.mp3',105,125,0,arrabbiato
b'Bite Me - NEFFEX.mp3',120,140,0,arrabbiato
b'Bite Me - NEFFEX.mp3',135,155,0,arrabbiato
b'Bite Me - NEFFEX.mp3',150,170,0,arrabbiato
b'Bite Me - NEFFEX.mp3',165,185,0,arrabbiato
b'Bite Me - NEFFEX.mp3',180,200,0,arrabbiato
b'Black Polkadots - John Deley and the 41 Players.mp3',0,20,0,arrabbiato
b'Black Polkadots - John Deley and the 41 Players.mp3',15,35,0,arrabbiato
b'Black Polkadots - John Deley and the 41 Players.mp3',30,50,0,arrabbiato
b'Black Polkadots - John Deley and the 41 Players.mp3',45,65,0,arrabbiato
b'Black Polkadots - John Deley and the 41 Players.mp3',60,80,0,arrabbiato
b'Black Polkadots - John Deley and the 41 Players.mp3',75,95,0,arrabbiato
b'Black Polkadots - John Deley and the 41 Players.mp3',90,110,0,arrabbiato
b'Black Polkadots - John Deley and the 41 Players.mp3',105,125,0,arrabbiato
b'Black Polkadots - John Deley and the 41 Players.mp3',120,140,0,arrabbiato
"b'Blood, Sweat, No Tears - Jeremy Korpas.mp3'",0,20,0,arrabbiato
"b'Blood, Sweat, No Tears - Jeremy Korpas.mp3'",15,35,0,arrabbiato
"b'Blood, Sweat, No Tears - Jeremy Korpas.mp3'",30,50,0,arrabbiato
"b'Blood, Sweat, No Tears - Jeremy Korpas.mp3'",45,65,0,arrabbiato
"b'Blood, Sweat, No Tears - Jeremy Korpas.mp3'",60,80,0,arrabbiato
"b'Blood, Sweat, No Tears - Jeremy Korpas.mp3'",75,95,0,arrabbiato
b'Bloody Tears - Quincas Moreira.mp3',0,20,0,arrabbiato
b'Bloody Tears - Quincas Moreira.mp3',15,35,0,arrabbiato
b'Bloody Tears - Quincas Moreira.mp3',30,50,0,arrabbiato
b'Bloody Tears - Quincas Moreira.mp3',45,65,0,arrabbiato
b'Bloody Tears - Quincas Moreira.mp3',60,80,0,arrabbiato
b'Bloody Tears - Quincas Moreira.mp3',75,95,0,arrabbiato
b'Bloody Tears - Quincas Moreira.mp3',90,110,0,arrabbiato
b'Bloody Tears - Quincas Moreira.mp3',105,125,0,arrabbiato
b'Bloody Tears - Quincas Moreira.mp3',120,140,0,arrabbiato
b'Bloody Tears - Quincas Moreira.mp3',135,155,0,arrabbiato
b'Bloody Tears - Quincas Moreira.mp3',150,170,0,arrabbiato
b'Bloody Tears - Quincas Moreira.mp3',165,185,0,arrabbiato
b'Blow Thing - The Brothers Records.mp3',0,20,0,arrabbiato
b'Blow Thing - The Brothers Records.mp3',15,35,0,arrabbiato
b'Blow Thing - The Brothers Records.mp3',30,50,0,arrabbiato
b'Blow Thing - The Brothers Records.mp3',45,65,0,arrabbiato
b'Blow Thing - The Brothers Records.mp3',60,80,0,arrabbiato
b'Blow Thing - The Brothers Records.mp3',75,95,0,arrabbiato
b'Blow Thing - The Brothers Records.mp3',90,110,0,arrabbiato
b'Blow Thing - The Brothers Records.mp3',105,125,0,arrabbiato
b'Blue Day - Freedom Trail Studio.mp3',0,20,0,arrabbiato
b'Blue Day - Freedom Trail Studio.mp3',15,35,0,arrabbiato
b'Blue Day - Freedom Trail Studio.mp3',30,50,0,arrabbiato
b'Blue Day - Freedom Trail Studio.mp3',45,65,0,arrabbiato
b'Blue Day - Freedom Trail Studio.mp3',60,80,0,arrabbiato
b'Blue Day - Freedom Trail Studio.mp3',75,95,0,arrabbiato
b'Blue Day - Freedom Trail Studio.mp3',90,110,0,arrabbiato
b'Blue Day - Freedom Trail Studio.mp3',105,125,0,arrabbiato
b'Blue Day - Freedom Trail Studio.mp3',120,140,0,arrabbiato
b'Blue Day - Freedom Trail Studio.mp3',135,155,0,arrabbiato
b'Boi - Text Me Records _ Leviathe.mp3',0,20,0,arrabbiato
b'Boi - Text Me Records _ Leviathe.mp3',15,35,0,arrabbiato
b'Boi - Text Me Records _ Leviathe.mp3',30,50,0,arrabbiato
b'Boi - Text Me Records _ Leviathe.mp3',45,65,0,arrabbiato
b'Boi - Text Me Records _ Leviathe.mp3',60,80,0,arrabbiato
b'Boi - Text Me Records _ Leviathe.mp3',75,95,0,arrabbiato
b'Built to Last (Instrumental) - NEFFEX.mp3',0,20,0,arrabbiato
b'Built to Last (Instrumental) - NEFFEX.mp3',15,35,0,arrabbiato
b'Built to Last (Instrumental) - NEFFEX.mp3',30,50,0,arrabbiato
b'Built to Last (Instrumental) - NEFFEX.mp3',45,65,0,arrabbiato
b'Built to Last (Instrumental) - NEFFEX.mp3',60,80,0,arrabbiato
b'Built to Last (Instrumental) - NEFFEX.mp3',75,95,0,arrabbiato
b'Built to Last (Instrumental) - NEFFEX.mp3',90,110,0,arrabbiato
b'Built to Last (Instrumental) - NEFFEX.mp3',105,125,0,arrabbiato
b'Built to Last (Instrumental) - NEFFEX.mp3',120,140,0,arrabbiato
b'Built to Last (Instrumental) - NEFFEX.mp3',135,155,0,arrabbiato
b'Built to Last (Instrumental) - NEFFEX.mp3',150,170,0,arrabbiato
b'Built to Last - NEFFEX.mp3',0,20,0,arrabbiato
b'Built to Last - NEFFEX.mp3',15,35,0,arrabbiato
b'Built to Last - NEFFEX.mp3',30,50,0,arrabbiato
b'Built to Last - NEFFEX.mp3',45,65,0,arrabbiato
b'Built to Last - NEFFEX.mp3',60,80,0,arrabbiato
b'Built to Last - NEFFEX.mp3',75,95,0,arrabbiato
b'Built to Last - NEFFEX.mp3',90,110,0,arrabbiato
b'Built to Last - NEFFEX.mp3',105,125,0,arrabbiato
b'Built to Last - NEFFEX.mp3',120,140,0,arrabbiato
b'Built to Last - NEFFEX.mp3',135,155,0,arrabbiato
b'Built to Last - NEFFEX.mp3',150,170,0,arrabbiato
b'Burlesque Heartache - RKVC.mp3',0,20,0,arrabbiato
b'Burlesque Heartache - RKVC.mp3',15,35,0,arrabbiato
b'Burlesque Heartache - RKVC.mp3',30,50,0,arrabbiato
b'Burlesque Heartache - RKVC.mp3',45,65,0,arrabbiato
b'Burlesque Heartache - RKVC.mp3',60,80,0,arrabbiato
b'Burlesque Heartache - RKVC.mp3',75,95,0,arrabbiato
b'Burlesque Heartache - RKVC.mp3',90,110,0,arrabbiato
b'Burlesque Heartache - RKVC.mp3',105,125,0,arrabbiato
b'Burlesque Heartache - RKVC.mp3',120,140,0,arrabbiato
b'Canada - Ramzoid.mp3',0,20,0,arrabbiato
b'Canada - Ramzoid.mp3',15,35,0,arrabbiato
b'Canada - Ramzoid.mp3',30,50,0,arrabbiato
b'Canada - Ramzoid.mp3',45,65,0,arrabbiato
b'Canada - Ramzoid.mp3',60,80,0,arrabbiato
b'Canada - Ramzoid.mp3',75,95,0,arrabbiato
b'Canada - Ramzoid.mp3',90,110,0,arrabbiato
b'Canada - Ramzoid.mp3',105,125,0,arrabbiato
b'Canada - Ramzoid.mp3',120,140,0,arrabbiato
b'Carved From Stone - TrackTribe.mp3',0,20,0,arrabbiato
b'Carved From Stone - TrackTribe.mp3',15,35,0,arrabbiato
b'Carved From Stone - TrackTribe.mp3',30,50,0,arrabbiato
b'Carved From Stone - TrackTribe.mp3',45,65,0,arrabbiato
b'Carved From Stone - TrackTribe.mp3',60,80,0,arrabbiato
b'Carved From Stone - TrackTribe.mp3',75,95,0,arrabbiato
b'Carved From Stone - TrackTribe.mp3',90,110,0,arrabbiato
b'Carved From Stone - TrackTribe.mp3',105,125,0,arrabbiato
b'Carved From Stone - TrackTribe.mp3',120,140,0,arrabbiato
b'Carved From Stone - TrackTribe.mp3',135,155,0,arrabbiato
b'Carved From Stone - TrackTribe.mp3',150,170,0,arrabbiato
b'Carved From Stone - TrackTribe.mp3',165,185,0,arrabbiato
b'Cat Shat in the Box - josh pan.mp3',0,20,0,arrabbiato
b'Cat Shat in the Box - josh pan.mp3',15,35,0,arrabbiato
b'Cat Shat in the Box - josh pan.mp3',30,50,0,arrabbiato
b'Cat Shat in the Box - josh pan.mp3',45,65,0,arrabbiato
b'Cat Shat in the Box - josh pan.mp3',60,80,0,arrabbiato
b'Cat Shat in the Box - josh pan.mp3',75,95,0,arrabbiato
b'Charisma - The Brothers Records.mp3',0,20,0,arrabbiato
b'Charisma - The Brothers Records.mp3',15,35,0,arrabbiato
b'Charisma - The Brothers Records.mp3',30,50,0,arrabbiato
b'Charisma - The Brothers Records.mp3',45,65,0,arrabbiato
b'Charisma - The Brothers Records.mp3',60,80,0,arrabbiato
b'Charisma - The Brothers Records.mp3',75,95,0,arrabbiato
b'Charisma - The Brothers Records.mp3',90,110,0,arrabbiato
b'Charisma - The Brothers Records.mp3',105,125,0,arrabbiato
b'Charisma - The Brothers Records.mp3',120,140,0,arrabbiato
b'Charisma - The Brothers Records.mp3',135,155,0,arrabbiato
b'Charisma - The Brothers Records.mp3',150,170,0,arrabbiato
b'Chase - The Brothers Records.mp3',0,20,0,arrabbiato
b'Chase - The Brothers Records.mp3',15,35,0,arrabbiato
b'Chase - The Brothers Records.mp3',30,50,0,arrabbiato
b'Chase - The Brothers Records.mp3',45,65,0,arrabbiato
b'Chase - The Brothers Records.mp3',60,80,0,arrabbiato
b'Chase - The Brothers Records.mp3',75,95,0,arrabbiato
b'Chasing Time - SYBS.mp3',0,20,0,arrabbiato
b'Chasing Time - SYBS.mp3',15,35,0,arrabbiato
b'Chasing Time - SYBS.mp3',30,50,0,arrabbiato
b'Chasing Time - SYBS.mp3',45,65,0,arrabbiato
b'Chasing Time - SYBS.mp3',60,80,0,arrabbiato
b'Chasing Time - SYBS.mp3',75,95,0,arrabbiato
b'Chasing Time - SYBS.mp3',90,110,0,arrabbiato
b'Chasing Time - SYBS.mp3',105,125,0,arrabbiato
b'Chasing Time - SYBS.mp3',120,140,0,arrabbiato
b'Chasing Time - SYBS.mp3',135,155,0,arrabbiato
b'Chasing Time - SYBS.mp3',150,170,0,arrabbiato
b'Chasing Time - SYBS.mp3',165,185,0,arrabbiato
b'Chtulthu - Quincas Moreira.mp3',0,20,0,arrabbiato
b'Chtulthu - Quincas Moreira.mp3',15,35,0,arrabbiato
b'Chtulthu - Quincas Moreira.mp3',30,50,0,arrabbiato
b'Chtulthu - Quincas Moreira.mp3',45,65,0,arrabbiato
b'Chtulthu - Quincas Moreira.mp3',60,80,0,arrabbiato
b'Chtulthu - Quincas Moreira.mp3',75,95,0,arrabbiato
b'Chtulthu - Quincas Moreira.mp3',90,110,0,arrabbiato
b'Chtulthu - Quincas Moreira.mp3',105,125,0,arrabbiato
b'Chtulthu - Quincas Moreira.mp3',120,140,0,arrabbiato
b'Chtulthu - Quincas Moreira.mp3',135,155,0,arrabbiato
b'Chtulthu - Quincas Moreira.mp3',150,170,0,arrabbiato
b'Coincidental Fabric - Silent Partner.mp3',0,20,0,arrabbiato
b'Coincidental Fabric - Silent Partner.mp3',15,35,0,arrabbiato
b'Coincidental Fabric - Silent Partner.mp3',30,50,0,arrabbiato
b'Coincidental Fabric - Silent Partner.mp3',45,65,0,arrabbiato
b'Coincidental Fabric - Silent Partner.mp3',60,80,0,arrabbiato
b'Coincidental Fabric - Silent Partner.mp3',75,95,0,arrabbiato
b'Coincidental Fabric - Silent Partner.mp3',90,110,0,arrabbiato
b'Coincidental Fabric - Silent Partner.mp3',105,125,0,arrabbiato
b'Coincidental Fabric - Silent Partner.mp3',120,140,0,arrabbiato
b'Concrete - JHS Pedals.mp3',0,20,0,arrabbiato
b'Concrete - JHS Pedals.mp3',15,35,0,arrabbiato
b'Concrete - JHS Pedals.mp3',30,50,0,arrabbiato
b'Concrete - JHS Pedals.mp3',45,65,0,arrabbiato
b'Concrete - JHS Pedals.mp3',60,80,0,arrabbiato
b'Concrete - JHS Pedals.mp3',75,95,0,arrabbiato
b'Controlled Distress - Biz Baz Studio.mp3',0,20,0,arrabbiato
b'Controlled Distress - Biz Baz Studio.mp3',15,35,0,arrabbiato
b'Controlled Distress - Biz Baz Studio.mp3',30,50,0,arrabbiato
b'Controlled Distress - Biz Baz Studio.mp3',45,65,0,arrabbiato
b'Controlled Distress - Biz Baz Studio.mp3',60,80,0,arrabbiato
b'Controlled Distress - Biz Baz Studio.mp3',75,95,0,arrabbiato
b'Controlled Distress - Biz Baz Studio.mp3',90,110,0,arrabbiato
b'Croc - RalphReal.mp3',0,20,0,arrabbiato
b'Croc - RalphReal.mp3',15,35,0,arrabbiato
b'Croc - RalphReal.mp3',30,50,0,arrabbiato
b'Croc - RalphReal.mp3',45,65,0,arrabbiato
b'Croc - RalphReal.mp3',60,80,0,arrabbiato
b'Croc - RalphReal.mp3',75,95,0,arrabbiato
b'Croc - RalphReal.mp3',90,110,0,arrabbiato
b'Croc - RalphReal.mp3',105,125,0,arrabbiato
b'Croc - RalphReal.mp3',120,140,0,arrabbiato
b'Croc - RalphReal.mp3',135,155,0,arrabbiato
b'Croc - RalphReal.mp3',150,170,0,arrabbiato
"b""Cupid's Tubes - DivKid.mp3""",0,20,0,arrabbiato
"b""Cupid's Tubes - DivKid.mp3""",15,35,0,arrabbiato
"b""Cupid's Tubes - DivKid.mp3""",30,50,0,arrabbiato
"b""Cupid's Tubes - DivKid.mp3""",45,65,0,arrabbiato
"b""Cupid's Tubes - DivKid.mp3""",60,80,0,arrabbiato
"b""Cupid's Tubes - DivKid.mp3""",75,95,0,arrabbiato
"b""Cupid's Tubes - DivKid.mp3""",90,110,0,arrabbiato
"b""Cupid's Tubes - DivKid.mp3""",105,125,0,arrabbiato
"b""Cupid's Tubes - DivKid.mp3""",120,140,0,arrabbiato
b'Danger Snow - Dan Henig.mp3',0,20,0,arrabbiato
b'Danger Snow - Dan Henig.mp3',15,35,0,arrabbiato
b'Danger Snow - Dan Henig.mp3',30,50,0,arrabbiato
b'Danger Snow - Dan Henig.mp3',45,65,0,arrabbiato
b'Danger Snow - Dan Henig.mp3',60,80,0,arrabbiato
b'Danger Snow - Dan Henig.mp3',75,95,0,arrabbiato
b'Danger Snow - Dan Henig.mp3',90,110,0,arrabbiato
b'Danger Snow - Dan Henig.mp3',105,125,0,arrabbiato
b'Dark Tranquility - Anno Domini Beats.mp3',0,20,0,arrabbiato
b'Dark Tranquility - Anno Domini Beats.mp3',15,35,0,arrabbiato
b'Dark Tranquility - Anno Domini Beats.mp3',30,50,0,arrabbiato
b'Dark Tranquility - Anno Domini Beats.mp3',45,65,0,arrabbiato
b'Dark Tranquility - Anno Domini Beats.mp3',60,80,0,arrabbiato
b'Dark Tranquility - Anno Domini Beats.mp3',75,95,0,arrabbiato
b'Dark Tranquility - Anno Domini Beats.mp3',90,110,0,arrabbiato
b'Dark Tranquility - Anno Domini Beats.mp3',105,125,0,arrabbiato
b'Dark Tranquility - Anno Domini Beats.mp3',120,140,0,arrabbiato
b'Dark Tranquility - Anno Domini Beats.mp3',135,155,0,arrabbiato
b'Dark Tranquility - Anno Domini Beats.mp3',150,170,0,arrabbiato
b'Demilitarized Zone - Ethan Meixsell.mp3',0,20,0,arrabbiato
b'Demilitarized Zone - Ethan Meixsell.mp3',15,35,0,arrabbiato
b'Demilitarized Zone - Ethan Meixsell.mp3',30,50,0,arrabbiato
b'Demilitarized Zone - Ethan Meixsell.mp3',45,65,0,arrabbiato
b'Demilitarized Zone - Ethan Meixsell.mp3',60,80,0,arrabbiato
b'Demilitarized Zone - Ethan Meixsell.mp3',75,95,0,arrabbiato
b'Demilitarized Zone - Ethan Meixsell.mp3',90,110,0,arrabbiato
b'Demilitarized Zone - Ethan Meixsell.mp3',105,125,0,arrabbiato
b'Demilitarized Zone - Ethan Meixsell.mp3',120,140,0,arrabbiato
b'Demon - JVNA.mp3',0,20,0,arrabbiato
b'Demon - JVNA.mp3',15,35,0,arrabbiato
b'Demon - JVNA.mp3',30,50,0,arrabbiato
b'Demon - JVNA.mp3',45,65,0,arrabbiato
b'Demon - JVNA.mp3',60,80,0,arrabbiato
b'Demon - JVNA.mp3',75,95,0,arrabbiato
b'Demon - JVNA.mp3',90,110,0,arrabbiato
b'Demon - JVNA.mp3',105,125,0,arrabbiato
b'Demon - JVNA.mp3',120,140,0,arrabbiato
b'Demon - JVNA.mp3',135,155,0,arrabbiato
b'Desert Brawl - Vans in Japan.mp3',0,20,0,arrabbiato
b'Desert Brawl - Vans in Japan.mp3',15,35,0,arrabbiato
b'Desert Brawl - Vans in Japan.mp3',30,50,0,arrabbiato
b'Desert Brawl - Vans in Japan.mp3',45,65,0,arrabbiato
b'Desert Brawl - Vans in Japan.mp3',60,80,0,arrabbiato
b'Desert Brawl - Vans in Japan.mp3',75,95,0,arrabbiato
b'Desert Brawl - Vans in Japan.mp3',90,110,0,arrabbiato
b'Desert Brawl - Vans in Japan.mp3',105,125,0,arrabbiato
b'Desert Brawl - Vans in Japan.mp3',120,140,0,arrabbiato
b'Dirty Hands - Jeremy Korpas.mp3',0,20,0,arrabbiato
b'Dirty Hands - Jeremy Korpas.mp3',15,35,0,arrabbiato
b'Dirty Hands - Jeremy Korpas.mp3',30,50,0,arrabbiato
b'Dirty Hands - Jeremy Korpas.mp3',45,65,0,arrabbiato
b'Dirty Hands - Jeremy Korpas.mp3',60,80,0,arrabbiato
b'Dirty Hands - Jeremy Korpas.mp3',75,95,0,arrabbiato
b'Dirty Hands - Jeremy Korpas.mp3',90,110,0,arrabbiato
b'Dirty Hands - Jeremy Korpas.mp3',105,125,0,arrabbiato
"b""Don't Shoot! - Jeremy Korpas.mp3""",0,20,0,arrabbiato
"b""Don't Shoot! - Jeremy Korpas.mp3""",15,35,0,arrabbiato
"b""Don't Shoot! - Jeremy Korpas.mp3""",30,50,0,arrabbiato
"b""Don't Shoot! - Jeremy Korpas.mp3""",45,65,0,arrabbiato
"b""Don't Shoot! - Jeremy Korpas.mp3""",60,80,0,arrabbiato
"b""Don't Shoot! - Jeremy Korpas.mp3""",75,95,0,arrabbiato
"b""Don't Shoot! - Jeremy Korpas.mp3""",90,110,0,arrabbiato
"b""Don't Ya Bite Now - Dan Lebowitz.mp3""",0,20,0,arrabbiato
"b""Don't Ya Bite Now - Dan Lebowitz.mp3""",15,35,0,arrabbiato
"b""Don't Ya Bite Now - Dan Lebowitz.mp3""",30,50,0,arrabbiato
"b""Don't Ya Bite Now - Dan Lebowitz.mp3""",45,65,0,arrabbiato
"b""Don't Ya Bite Now - Dan Lebowitz.mp3""",60,80,0,arrabbiato
